codebookType,startYear,endYear,name,docFile,docFileLink,dataFile,dataFileLink,published
Examination,2013,2014,Dual-Energy X-ray Absorptiometry - T6 Vertebrae Morphology ,DXXT6_H Doc,/Nchs/Nhanes/2013-2014/DXXT6_H.htm,DXXT6_H Data [XPT - 6.2 MB],/Nchs/Nhanes/2013-2014/DXXT6_H.XPT,December 2018
Examination,2013,2014,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology ,DXXT7_H Doc,/Nchs/Nhanes/2013-2014/DXXT7_H.htm,DXXT7_H Data [XPT - 6.2 MB],/Nchs/Nhanes/2013-2014/DXXT7_H.XPT,December 2018
Examination,2013,2014,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology ,DXXT8_H Doc,/Nchs/Nhanes/2013-2014/DXXT8_H.htm,DXXT8_H Data [XPT - 6.2 MB],/Nchs/Nhanes/2013-2014/DXXT8_H.XPT,December 2018
Examination,2013,2014,Dual-Energy X-ray Absorptiometry - T9 Vertebrae Morphology ,DXXT9_H Doc,/Nchs/Nhanes/2013-2014/DXXT9_H.htm,DXXT9_H Data [XPT - 6.2 MB],/Nchs/Nhanes/2013-2014/DXXT9_H.XPT,December 2018
Examination,2013,2014,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,DXXVFA_H Doc,/Nchs/Nhanes/2013-2014/DXXVFA_H.htm,DXXVFA_H Data [XPT - 844.8 KB],/Nchs/Nhanes/2013-2014/DXXVFA_H.XPT,October 2015
Examination,1999,2006,Dual-Energy X-ray Absorptiometry - Whole Body,All Years Doc,/Nchs/Nhanes/Dxa/Dxa.aspx,All Years Data,/Nchs/Nhanes/Dxa/Dxa.aspx,Updated December 2016
Examination,2011,2012,Dual-Energy X-ray Absorptiometry - Whole Body ,DXX_G Doc,/Nchs/Nhanes/2011-2012/DXX_G.htm,DXX_G Data [XPT - 4.1 MB],/Nchs/Nhanes/2011-2012/DXX_G.XPT,March 2020
Examination,2015,2016,Dual-Energy X-ray Absorptiometry - Whole Body ,DXX_I Doc,/Nchs/Nhanes/2015-2016/DXX_I.htm,DXX_I Data [XPT - 4.1 MB],/Nchs/Nhanes/2015-2016/DXX_I.XPT,March 2020
Examination,2013,2014,Dual-Energy X-ray Absorptiometry - Whole Body ,DXX_H Doc,/Nchs/Nhanes/2013-2014/DXX_H.htm,DXX_H Data [XPT - 4.3 MB],/Nchs/Nhanes/2013-2014/DXX_H.XPT,March 2020
Examination,2017,2018,Dual-Energy X-ray Absorptiometry - Whole Body ,DXX_J Doc,/Nchs/Nhanes/2017-2018/DXX_J.htm,DXX_J Data [XPT - 3.6 MB],/Nchs/Nhanes/2017-2018/DXX_J.XPT,March 2020
Examination,2001,2002,"Dual-Energy X-ray Absorptiometry - Whole Body, Second Exam",DXX_2_B Doc,/Nchs/Nhanes/2001-2002/DXX_2_B.htm,DXX_2_B Data [XPT - 389.5 KB],/Nchs/Nhanes/2001-2002/DXX_2_B.XPT,June 2010
Examination,2007,2008,Exhaled Nitric Oxide,ENX_E Doc,/Nchs/Nhanes/2007-2008/ENX_E.htm,ENX_E Data [XPT - 1.3 MB],/Nchs/Nhanes/2007-2008/ENX_E.XPT,September 2011
Examination,2009,2010,Exhaled Nitric Oxide,ENX_F Doc,/Nchs/Nhanes/2009-2010/ENX_F.htm,ENX_F Data [XPT - 1.4 MB],/Nchs/Nhanes/2009-2010/ENX_F.XPT,September 2011
Examination,2011,2012,Exhaled Nitric Oxide,ENX_G Doc,/Nchs/Nhanes/2011-2012/ENX_G.htm,ENX_G Data [XPT - 1.3 MB],/Nchs/Nhanes/2011-2012/ENX_G.XPT,February 2014
Examination,2011,2012,Fluorosis - Clinical,FLXCLN_G Doc,/Nchs/Nhanes/2011-2012/FLXCLN_G.htm,FLXCLN_G Data [XPT - 571.6 KB],/Nchs/Nhanes/2011-2012/FLXCLN_G.XPT,April 2019
Examination,2013,2014,Fluorosis - Clinical ,FLXCLN_H Doc,/Nchs/Nhanes/2013-2014/FLXCLN_H.htm,FLXCLN_H Data [XPT - 617.1 KB],/Nchs/Nhanes/2013-2014/FLXCLN_H.XPT,April 2019
Examination,2015,2016,Fluorosis - Clinical ,FLXCLN_I Doc,/Nchs/Nhanes/2015-2016/FLXCLN_I.htm,FLXCLN_I Data [XPT - 792.7 KB],/Nchs/Nhanes/2015-2016/FLXCLN_I.XPT,April 2019
Examination,2009,2010,Fluorosis - Clinical ,FLXCLN_F Doc,/Nchs/Nhanes/2009-2010/FLXCLN_F.htm,FLXCLN_F Data [XPT - 140.2 KB],/Nchs/Nhanes/2009-2010/FLXCLN_F.XPT,March 2020
Examination,2017,2018,Liver Ultrasound Transient Elastography ,LUX_J Doc,/Nchs/Nhanes/2017-2018/LUX_J.htm,LUX_J Data [XPT - 677.8 KB],/Nchs/Nhanes/2017-2018/LUX_J.XPT,March 2020
Examination,2017,2020,Liver Ultrasound Transient Elastography ,P_LUX Doc,/Nchs/Nhanes/2017-2018/P_LUX.htm,P_LUX Data [XPT - 1.1 MB],/Nchs/Nhanes/2017-2018/P_LUX.XPT,January 2022
Examination,1999,2000,Lower Extremity Disease - Ankle Brachial Blood Pressure Index,LEXABPI Doc,/Nchs/Nhanes/1999-2000/LEXABPI.htm,LEXABPI Data [XPT - 362.3 KB],/Nchs/Nhanes/1999-2000/LEXABPI.XPT,June 2002
Examination,2003,2004,Lower Extremity Disease - Ankle Brachial Blood Pressure Index,LEXAB_C Doc,/Nchs/Nhanes/2003-2004/LEXAB_C.htm,LEXAB_C Data [XPT - 582.7 KB],/Nchs/Nhanes/2003-2004/LEXAB_C.XPT,December 2005
Examination,2001,2002,Lower Extremity Disease - Ankle Brachial Blood Pressure Index,LEXAB_B Doc,/Nchs/Nhanes/2001-2002/LEXAB_B.htm,LEXAB_B Data [XPT - 601 KB],/Nchs/Nhanes/2001-2002/LEXAB_B.XPT,May 2004
Examination,1999,2000,Lower Extremity Disease - Peripheral Neuropathy,LEXPN Doc,/Nchs/Nhanes/1999-2000/LEXPN.htm,LEXPN Data [XPT - 972.5 KB],/Nchs/Nhanes/1999-2000/LEXPN.XPT,June 2002
Examination,2003,2004,Lower Extremity Disease - Peripheral Neuropathy,LEXPN_C Doc,/Nchs/Nhanes/2003-2004/LEXPN_C.htm,LEXPN_C Data [XPT - 1.1 MB],/Nchs/Nhanes/2003-2004/LEXPN_C.XPT,December 2005
Examination,2001,2002,Lower Extremity Disease - Peripheral Neuropathy,LEXPN_B Doc,/Nchs/Nhanes/2001-2002/LEXPN_B.htm,LEXPN_B Data [XPT - 1.1 MB],/Nchs/Nhanes/2001-2002/LEXPN_B.XPT,May 2004
Examination,1999,2000,Muscle Strength,MSX Doc,/Nchs/Nhanes/1999-2000/MSX.htm,MSX Data [XPT - 289.5 KB],/Nchs/Nhanes/1999-2000/MSX.XPT,June 2002
Examination,2001,2002,Muscle Strength,MSX_B Doc,/Nchs/Nhanes/2001-2002/MSX_B.htm,MSX_B Data [XPT - 343.8 KB],/Nchs/Nhanes/2001-2002/MSX_B.XPT,January 2004
Examination,2011,2012,Muscle Strength - Grip Test,MGX_G Doc,/Nchs/Nhanes/2011-2012/MGX_G.htm,MGX_G Data [XPT - 1.7 MB],/Nchs/Nhanes/2011-2012/MGX_G.XPT,December 2014
Examination,2013,2014,Muscle Strength - Grip Test,MGX_H Doc,/Nchs/Nhanes/2013-2014/MGX_H.htm,MGX_H Data [XPT - 1.8 MB],/Nchs/Nhanes/2013-2014/MGX_H.XPT,June 2016
Examination,2007,2008,Ophthalmology - Frequency Doubling Technology,OPXFDT_E Doc,/Nchs/Nhanes/2007-2008/OPXFDT_E.htm,OPXFDT_E Data [XPT - 2.8 MB],/Nchs/Nhanes/2007-2008/OPXFDT_E.XPT,January 2010
Examination,2005,2006,Ophthalmology - Frequency Doubling Technology,OPXFDT_D Doc,/Nchs/Nhanes/2005-2006/OPXFDT_D.htm,OPXFDT_D Data [XPT - 2.2 MB],/Nchs/Nhanes/2005-2006/OPXFDT_D.XPT,December 2008
Examination,2005,2006,Ophthalmology - Retinal Imaging,OPXRET_D Doc,/Nchs/Nhanes/2005-2006/OPXRET_D.htm,OPXRET_D Data [XPT - 5 MB],/Nchs/Nhanes/2005-2006/OPXRET_D.XPT,Updated June 2015
Examination,2007,2008,Ophthalmology - Retinal Imaging,OPXRET_E Doc,/Nchs/Nhanes/2007-2008/OPXRET_E.htm,OPXRET_E Data [XPT - 6.6 MB],/Nchs/Nhanes/2007-2008/OPXRET_E.XPT,Updated June 2015
Examination,2007,2008,Oral Health,OHX_E Doc,/Nchs/Nhanes/2007-2008/OHX_E.htm,OHX_E Data [XPT - 3.7 MB],/Nchs/Nhanes/2007-2008/OHX_E.XPT,September 2009
Examination,2005,2006,Oral Health,OHX_D Doc,/Nchs/Nhanes/2005-2006/OHX_D.htm,OHX_D Data [XPT - 3.7 MB],/Nchs/Nhanes/2005-2006/OHX_D.XPT,June 2008
Examination,2003,2004,Oral Health - Addendum,OHXADD_C Doc,/Nchs/Nhanes/2003-2004/OHXADD_C.htm,OHXADD_C Data [XPT - 3.2 MB],/Nchs/Nhanes/2003-2004/OHXADD_C.XPT,July 2006
Examination,1999,2000,Oral Health - Dentition,OHXDENT Doc,/Nchs/Nhanes/1999-2000/OHXDENT.htm,OHXDENT Data [XPT - 8.9 MB],/Nchs/Nhanes/1999-2000/OHXDENT.XPT,Updated June 2006
Examination,2003,2004,Oral Health - Dentition,OHXDEN_C Doc,/Nchs/Nhanes/2003-2004/OHXDEN_C.htm,OHXDEN_C Data [XPT - 9.2 MB],/Nchs/Nhanes/2003-2004/OHXDEN_C.XPT,July 2006
Examination,2001,2002,Oral Health - Dentition,OHXDEN_B Doc,/Nchs/Nhanes/2001-2002/OHXDEN_B.htm,OHXDEN_B Data [XPT - 10 MB],/Nchs/Nhanes/2001-2002/OHXDEN_B.XPT,Updated June 2006
Examination,2009,2010,Oral Health - Dentition,OHXDEN_F Doc,/Nchs/Nhanes/2009-2010/OHXDEN_F.htm,OHXDEN_F Data [XPT - 2.4 MB],/Nchs/Nhanes/2009-2010/OHXDEN_F.XPT,April 2012
Examination,2013,2014,Oral Health - Dentition,OHXDEN_H Doc,/Nchs/Nhanes/2013-2014/OHXDEN_H.htm,OHXDEN_H Data [XPT - 7 MB],/Nchs/Nhanes/2013-2014/OHXDEN_H.XPT,August 2016
Examination,2015,2016,Oral Health - Dentition,OHXDEN_I Doc,/Nchs/Nhanes/2015-2016/OHXDEN_I.htm,OHXDEN_I Data [XPT - 9.8 MB],/Nchs/Nhanes/2015-2016/OHXDEN_I.XPT,Updated April 2020
Examination,2011,2012,Oral Health - Dentition,OHXDEN_G Doc,/Nchs/Nhanes/2011-2012/OHXDEN_G.htm,OHXDEN_G Data [XPT - 6.6 MB],/Nchs/Nhanes/2011-2012/OHXDEN_G.XPT,Updated April 2019
Examination,2017,2018,Oral Health - Dentition ,OHXDEN_J Doc,/Nchs/Nhanes/2017-2018/OHXDEN_J.htm,OHXDEN_J Data [XPT - 8.9 MB],/Nchs/Nhanes/2017-2018/OHXDEN_J.XPT,Updated May 2021
Examination,2017,2020,Oral Health - Dentition ,P_OHXDEN Doc,/Nchs/Nhanes/2017-2018/P_OHXDEN.htm,P_OHXDEN Data [XPT - 14.7 MB],/Nchs/Nhanes/2017-2018/P_OHXDEN.XPT,Updated June 2021
Examination,1999,2000,Oral Health - Periodontal,OHXPERIO Doc,/Nchs/Nhanes/1999-2000/OHXPERIO.htm,OHXPERIO Data [XPT - 9 MB],/Nchs/Nhanes/1999-2000/OHXPERIO.XPT,January 2004
Examination,2009,2010,Oral Health - Periodontal,OHXPER_F Doc,/Nchs/Nhanes/2009-2010/OHXPER_F.htm,OHXPER_F Data [XPT - 19.6 MB],/Nchs/Nhanes/2009-2010/OHXPER_F.XPT,Updated April 2014
Examination,2011,2012,Oral Health - Periodontal,OHXPER_G Doc,/Nchs/Nhanes/2011-2012/OHXPER_G.htm,OHXPER_G Data [XPT - 17 MB],/Nchs/Nhanes/2011-2012/OHXPER_G.XPT,March 2014
Examination,2013,2014,Oral Health - Periodontal ,OHXPER_H Doc,/Nchs/Nhanes/2013-2014/OHXPER_H.htm,OHXPER_H Data [XPT - 18.2 MB],/Nchs/Nhanes/2013-2014/OHXPER_H.XPT,August 2016
Examination,2003,2004,Oral Health - Periodontal/Lower,OHXPRL_C Doc,/Nchs/Nhanes/2003-2004/OHXPRL_C.htm,OHXPRL_C Data [XPT - 8.8 MB],/Nchs/Nhanes/2003-2004/OHXPRL_C.XPT,July 2006
Examination,2001,2002,Oral Health - Periodontal/Lower,OHXPRL_B Doc,/Nchs/Nhanes/2001-2002/OHXPRL_B.htm,OHXPRL_B Data [XPT - 9.4 MB],/Nchs/Nhanes/2001-2002/OHXPRL_B.XPT,Updated June 2005
Examination,2003,2004,Oral Health - Periodontal/Upper,OHXPRU_C Doc,/Nchs/Nhanes/2003-2004/OHXPRU_C.htm,OHXPRU_C Data [XPT - 8.8 MB],/Nchs/Nhanes/2003-2004/OHXPRU_C.XPT,July 2006
Examination,2001,2002,Oral Health - Periodontal/Upper,OHXPRU_B Doc,/Nchs/Nhanes/2001-2002/OHXPRU_B.htm,OHXPRU_B Data [XPT - 9.4 MB],/Nchs/Nhanes/2001-2002/OHXPRU_B.XPT,Updated June 2005
Examination,1999,2000,Oral Health - Recommendation of Care,OHXREF Doc,/Nchs/Nhanes/1999-2000/OHXREF.htm,OHXREF Data [XPT - 1.4 MB],/Nchs/Nhanes/1999-2000/OHXREF.XPT,Updated May 2006
Examination,2003,2004,Oral Health - Recommendation of Care,OHXREF_C Doc,/Nchs/Nhanes/2003-2004/OHXREF_C.htm,OHXREF_C Data [XPT - 4.5 MB],/Nchs/Nhanes/2003-2004/OHXREF_C.XPT,July 2006
Examination,2001,2002,Oral Health - Recommendation of Care,OHXREF_B Doc,/Nchs/Nhanes/2001-2002/OHXREF_B.htm,OHXREF_B Data [XPT - 1.6 MB],/Nchs/Nhanes/2001-2002/OHXREF_B.XPT,Updated May 2006
Examination,2009,2010,Oral Health - Recommendation of Care,OHXREF_F Doc,/Nchs/Nhanes/2009-2010/OHXREF_F.htm,OHXREF_F Data [XPT - 770.1 KB],/Nchs/Nhanes/2009-2010/OHXREF_F.XPT,April 2012
Examination,2011,2012,Oral Health - Recommendation of Care,OHXREF_G Doc,/Nchs/Nhanes/2011-2012/OHXREF_G.htm,OHXREF_G Data [XPT - 842 KB],/Nchs/Nhanes/2011-2012/OHXREF_G.XPT,March 2014
Examination,2013,2014,Oral Health - Recommendation of Care ,OHXREF_H Doc,/Nchs/Nhanes/2013-2014/OHXREF_H.htm,OHXREF_H Data [XPT - 885.7 KB],/Nchs/Nhanes/2013-2014/OHXREF_H.XPT,August 2016
Examination,2015,2016,Oral Health - Recommendation of Care ,OHXREF_I Doc,/Nchs/Nhanes/2015-2016/OHXREF_I.htm,OHXREF_I Data [XPT - 861.6 KB],/Nchs/Nhanes/2015-2016/OHXREF_I.XPT,April 2018
Examination,2017,2018,Oral Health - Recommendation of Care ,OHXREF_J Doc,/Nchs/Nhanes/2017-2018/OHXREF_J.htm,OHXREF_J Data [XPT - 786.7 KB],/Nchs/Nhanes/2017-2018/OHXREF_J.XPT,February 2020
Examination,2017,2020,Oral Health - Recommendation of Care  ,P_OHXREF Doc,/Nchs/Nhanes/2017-2018/P_OHXREF.htm,P_OHXREF Data [XPT - 1.3 MB],/Nchs/Nhanes/2017-2018/P_OHXREF.XPT,May 2021
Examination,2005,2006,Physical Activity Monitor,PAXRAW_D Doc,/Nchs/Nhanes/2005-2006/PAXRAW_D.htm,PAXRAW_D Data [ZIP - 449.2 MB],/Nchs/Nhanes/2005-2006/PAXRAW_D.ZIP,June 2008
Examination,2003,2004,Physical Activity Monitor,PAXRAW_C Doc,/Nchs/Nhanes/2003-2004/PAXRAW_C.htm,PAXRAW_C Data [ZIP - 407.7 MB],/Nchs/Nhanes/2003-2004/PAXRAW_C.ZIP,Updated December 2007
Examination,2011,2012,Physical Activity Monitor - Day,PAXDAY_G Doc,/Nchs/Nhanes/2011-2012/PAXDAY_G.htm,PAXDAY_G Data [XPT - 6.2 MB],/Nchs/Nhanes/2011-2012/PAXDAY_G.XPT,November 2020
Examination,2013,2014,Physical Activity Monitor - Day,PAXDAY_H Doc,/Nchs/Nhanes/2013-2014/PAXDAY_H.htm,PAXDAY_H Data [XPT - 7 MB],/Nchs/Nhanes/2013-2014/PAXDAY_H.XPT,November 2020
Examination,2011,2012,Physical Activity Monitor - Header,PAXHD_G Doc,/Nchs/Nhanes/2011-2012/PAXHD_G.htm,PAXHD_G Data [XPT - 376.2 KB],/Nchs/Nhanes/2011-2012/PAXHD_G.XPT,November 2020
Examination,2013,2014,Physical Activity Monitor - Header,PAXHD_H Doc,/Nchs/Nhanes/2013-2014/PAXHD_H.htm,PAXHD_H Data [XPT - 428.5 KB],/Nchs/Nhanes/2013-2014/PAXHD_H.XPT,November 2020
Examination,2011,2012,Physical Activity Monitor - Hour,PAXHR_G Doc,/Nchs/Nhanes/2011-2012/PAXHR_G.htm,PAXHR_G Data [XPT - 122.2 MB],/Nchs/Nhanes/2011-2012/PAXHR_G.XPT,November 2020
Examination,2013,2014,Physical Activity Monitor - Hour,PAXHR_H Doc,/Nchs/Nhanes/2013-2014/PAXHR_H.htm,PAXHR_H Data [XPT - 138 MB],/Nchs/Nhanes/2013-2014/PAXHR_H.XPT,November 2020
Examination,2011,2012,Physical Activity Monitor - Minute,PAXMIN_G Doc,/Nchs/Nhanes/2011-2012/PAXMIN_G.htm,PAXMIN_G Data [XPT - 7.6 GB],/Nchs/Nhanes/2011-2012/PAXMIN_G.XPT,November 2020
Examination,2013,2014,Physical Activity Monitor - Minute,PAXMIN_H Doc,/Nchs/Nhanes/2013-2014/PAXMIN_H.htm,PAXMIN_H Data [XPT - 8.7 GB],/Nchs/Nhanes/2013-2014/PAXMIN_H.XPT,November 2020
Examination,2011,2012,Physical Activity Monitor - Raw Data 80hz ,PAX80_G Doc,/Nchs/Nhanes/2011-2012/PAX80_G.htm,PAX80_G Data [FTP],https://ftp.cdc.gov/pub/pax_g,January 2022
Examination,2013,2014,Physical Activity Monitor - Raw Data 80hz ,PAX80_H Doc,/Nchs/Nhanes/2013-2014/PAX80_H.htm,PAX80_H Data [FTP],https://ftp.cdc.gov/pub/pax_h,January 2022
Examination,1999,2000,Shared Exclusion Questions,SEQ Doc,/Nchs/Nhanes/1999-2000/SEQ.htm,SEQ Data [XPT - 692.1 KB],/Nchs/Nhanes/1999-2000/SEQ.XPT,June 2002
Examination,2007,2008,Spirometry - Pre and Post-Bronchodilator,SPX_E Doc,/Nchs/Nhanes/2007-2008/SPX_E.htm,SPX_E Data [XPT - 2.7 MB],/Nchs/Nhanes/2007-2008/SPX_E.XPT,December 2011
Examination,2009,2010,Spirometry - Pre and Post-Bronchodilator,SPX_F Doc,/Nchs/Nhanes/2009-2010/SPX_F.htm,SPX_F Data [XPT - 2.9 MB],/Nchs/Nhanes/2009-2010/SPX_F.XPT,December 2011
Examination,2011,2012,Spirometry - Pre and Post-Bronchodilator,SPX_G Doc,/Nchs/Nhanes/2011-2012/SPX_G.htm,SPX_G Data [XPT - 2.6 MB],/Nchs/Nhanes/2011-2012/SPX_G.XPT,December 2014
Examination,2007,2008,Spirometry - Raw Curve Data,SPXRAW_E Doc,/Nchs/Nhanes/2007-2008/SPXRAW_E.htm,SPXRAW_E Data [ZIP - 12.1 MB],/Nchs/Nhanes/2007-2008/SPXRAW_E.ZIP,December 2011
Examination,2009,2010,Spirometry - Raw Curve Data,SPXRAW_F Doc,/Nchs/Nhanes/2009-2010/SPXRAW_F.htm,SPXRAW_F Data [ZIP - 12.4 MB],/Nchs/Nhanes/2009-2010/SPXRAW_F.ZIP,December 2011
Examination,2011,2012,Spirometry - Raw Curve Data,SPXRAW_G Doc,/Nchs/Nhanes/2011-2012/SPXRAW_G.htm,SPXRAW_G Data [ZIP - 12.3 MB],/Nchs/Nhanes/2011-2012/SPXRAW_G.ZIP,December 2014
Examination,2013,2014,Taste & Smell,CSX_H Doc,/Nchs/Nhanes/2013-2014/CSX_H.htm,CSX_H Data [XPT - 1.1 MB],/Nchs/Nhanes/2013-2014/CSX_H.XPT,February 2016
Examination,1999,2000,Tuberculosis,TB Doc,/Nchs/Nhanes/1999-2000/TB.htm,TB Data [XPT - 623 KB],/Nchs/Nhanes/1999-2000/TB.XPT,Updated January 2008
Examination,2011,2012,Tuberculosis,TBX_G Doc,/Nchs/Nhanes/2011-2012/TBX_G.htm,TBX_G Data [XPT - 307 KB],/Nchs/Nhanes/2011-2012/TBX_G.XPT,Updated January 2015
Examination,2007,2008,Vision,VIX_E Doc,/Nchs/Nhanes/2007-2008/VIX_E.htm,VIX_E Data [XPT - 3 MB],/Nchs/Nhanes/2007-2008/VIX_E.XPT,September 2009
Examination,1999,2000,Vision,VIX Doc,/Nchs/Nhanes/1999-2000/VIX.htm,VIX Data [XPT - 2.9 MB],/Nchs/Nhanes/1999-2000/VIX.XPT,Updated February 2005
Examination,2005,2006,Vision,VIX_D Doc,/Nchs/Nhanes/2005-2006/VIX_D.htm,VIX_D Data [XPT - 3 MB],/Nchs/Nhanes/2005-2006/VIX_D.XPT,April 2008
Examination,2003,2004,Vision,VIX_C Doc,/Nchs/Nhanes/2003-2004/VIX_C.htm,VIX_C Data [XPT - 3 MB],/Nchs/Nhanes/2003-2004/VIX_C.XPT,December 2005
Examination,2001,2002,Vision,VIX_B Doc,/Nchs/Nhanes/2001-2002/VIX_B.htm,VIX_B Data [XPT - 3.2 MB],/Nchs/Nhanes/2001-2002/VIX_B.XPT,February 2005
Laboratory,2003,2004,Acrylamide & Glycidamide,L06AGE_C Doc,/Nchs/Nhanes/2003-2004/L06AGE_C.htm,L06AGE_C Data [XPT - 335.6 KB],/Nchs/Nhanes/2003-2004/L06AGE_C.XPT,Updated October 2016
Laboratory,2005,2006,Acrylamide & Glycidamide,AMDGYD_D Doc,/Nchs/Nhanes/2005-2006/AMDGYD_D.htm,AMDGYD_D Data [XPT - 343.4 KB],/Nchs/Nhanes/2005-2006/AMDGYD_D.XPT,Updated October 2016
Laboratory,2013,2014,Acrylamide & Glycidamide ,AMDGYD_H Doc,/Nchs/Nhanes/2013-2014/AMDGYD_H.htm,AMDGYD_H Data [XPT - 130.7 KB],/Nchs/Nhanes/2013-2014/AMDGYD_H.XPT,December 2019
Laboratory,2015,2016,Acrylamide & Glycidamide ,AMDGYD_I Doc,/Nchs/Nhanes/2015-2016/AMDGYD_I.htm,AMDGYD_I Data [XPT - 127.8 KB],/Nchs/Nhanes/2015-2016/AMDGYD_I.XPT,December 2019
Laboratory,2013,2014,Acrylamide & Glycidamide - Special Sample,AMDGDS_H Doc,/Nchs/Nhanes/2013-2014/AMDGDS_H.htm,AMDGDS_H Data [XPT - 123.7 KB],/Nchs/Nhanes/2013-2014/AMDGDS_H.XPT,December 2019
Laboratory,1999,2000,Aflatoxin B1-lysine - Serum (Surplus),SSAFB_A Doc,/Nchs/Nhanes/1999-2000/SSAFB_A.htm,SSAFB_A Data [XPT - 852 KB],/Nchs/Nhanes/1999-2000/SSAFB_A.XPT,Updated April 2022
Laboratory,2007,2008,Albumin & Creatinine - Urine,ALB_CR_E Doc,/Nchs/Nhanes/2007-2008/ALB_CR_E.htm,ALB_CR_E Data [XPT - 319.1 KB],/Nchs/Nhanes/2007-2008/ALB_CR_E.XPT,September 2009
Laboratory,1999,2000,Albumin & Creatinine - Urine,LAB16 Doc,/Nchs/Nhanes/1999-2000/LAB16.htm,LAB16 Data [XPT - 306.9 KB],/Nchs/Nhanes/1999-2000/LAB16.XPT,June 2002
Laboratory,2005,2006,Albumin & Creatinine - Urine,ALB_CR_D Doc,/Nchs/Nhanes/2005-2006/ALB_CR_D.htm,ALB_CR_D Data [XPT - 317.3 KB],/Nchs/Nhanes/2005-2006/ALB_CR_D.XPT,November 2007
Laboratory,2003,2004,Albumin & Creatinine - Urine,L16_C Doc,/Nchs/Nhanes/2003-2004/L16_C.htm,L16_C Data [XPT - 313.2 KB],/Nchs/Nhanes/2003-2004/L16_C.XPT,April 2006
Laboratory,2001,2002,Albumin & Creatinine - Urine,L16_B Doc,/Nchs/Nhanes/2001-2002/L16_B.htm,L16_B Data [XPT - 339.2 KB],/Nchs/Nhanes/2001-2002/L16_B.XPT,Updated May 2004
Laboratory,2009,2010,Albumin & Creatinine - Urine,ALB_CR_F Doc,/Nchs/Nhanes/2009-2010/ALB_CR_F.htm,ALB_CR_F Data [XPT - 740.6 KB],/Nchs/Nhanes/2009-2010/ALB_CR_F.XPT,February 2012
Laboratory,2011,2012,Albumin & Creatinine - Urine,ALB_CR_G Doc,/Nchs/Nhanes/2011-2012/ALB_CR_G.htm,ALB_CR_G Data [XPT - 368.2 KB],/Nchs/Nhanes/2011-2012/ALB_CR_G.XPT,Updated September 2016
Laboratory,2013,2014,Albumin & Creatinine - Urine,ALB_CR_H Doc,/Nchs/Nhanes/2013-2014/ALB_CR_H.htm,ALB_CR_H Data [XPT - 390.2 KB],/Nchs/Nhanes/2013-2014/ALB_CR_H.XPT,Updated September 2016
Laboratory,2015,2016,Albumin & Creatinine - Urine ,ALB_CR_I Doc,/Nchs/Nhanes/2015-2016/ALB_CR_I.htm,ALB_CR_I Data [XPT - 539.8 KB],/Nchs/Nhanes/2015-2016/ALB_CR_I.XPT,Updated June 2019
Laboratory,2017,2018,Albumin & Creatinine - Urine ,ALB_CR_J Doc,/Nchs/Nhanes/2017-2018/ALB_CR_J.htm,ALB_CR_J Data [XPT - 497.8 KB],/Nchs/Nhanes/2017-2018/ALB_CR_J.XPT,February 2020
Laboratory,2017,2020,Albumin & Creatinine - Urine,P_ALB_CR Doc,/Nchs/Nhanes/2017-2018/P_ALB_CR.htm,P_ALB_CR Data [XPT - 816 KB],/Nchs/Nhanes/2017-2018/P_ALB_CR.XPT,August 2021
Laboratory,2013,2014,Aldehydes - Serum ,ALD_H Doc,/Nchs/Nhanes/2013-2014/ALD_H.htm,ALD_H Data [XPT - 476.4 KB],/Nchs/Nhanes/2013-2014/ALD_H.XPT,Updated October 2019
Laboratory,2013,2014,Aldehydes - Serum - Special Sample ,ALDS_H Doc,/Nchs/Nhanes/2013-2014/ALDS_H.htm,ALDS_H Data [XPT - 533.4 KB],/Nchs/Nhanes/2013-2014/ALDS_H.XPT,Updated October 2019
Laboratory,2005,2006,Allergen Specific IgE(s) & Total IgE - Serum,AL_IGE_D Doc,/Nchs/Nhanes/2005-2006/AL_IGE_D.htm,AL_IGE_D Data [XPT - 3 MB],/Nchs/Nhanes/2005-2006/AL_IGE_D.XPT,Updated February 2013
Laboratory,2005,2006,Allergens - Household Dust,ALDUST_D Doc,/Nchs/Nhanes/2005-2006/ALDUST_D.htm,ALDUST_D Data [XPT - 3.8 MB],/Nchs/Nhanes/2005-2006/ALDUST_D.XPT,Updated February 2014
Laboratory,2011,2012,Antibody to Toxocara spp. (Surplus),SSTOCA_G Doc,/Nchs/Nhanes/2011-2012/SSTOCA_G.htm,SSTOCA_G Data [XPT - 191.9 KB],/Nchs/Nhanes/2011-2012/SSTOCA_G.XPT,Updated April 2022
Laboratory,2013,2014,Antibody to Toxocara spp. (Surplus),SSTOCA_H Doc,/Nchs/Nhanes/2013-2014/SSTOCA_H.htm,SSTOCA_H Data [XPT - 155.4 KB],/Nchs/Nhanes/2013-2014/SSTOCA_H.XPT,Updated April 2022
